ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
8137820,HT371729,06/06/2011 02:56:00 PM,009XX W VAN BUREN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,false,false,1213,012,2,28,26,1170333,1898374,2011,02/10/2018 03:50:01 PM,41.876628223,-87.650053381,(41.876628223, -87.650053381)
5433413,HN265185,04/04/2007 12:10:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1822,018,32,8,06,1169206,1910721,2007,02/28/2018 03:56:25 PM,41.910533752,-87.653832316,(41.910533752, -87.653832316)
5374676,HN225363,03/13/2007 03:30:00 PM,002XX W 69TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0731,007,6,69,08B,1176070,1859226,2007,02/10/2018 03:50:01 PM,41.76907549,-87.630165513,(41.76907549, -87.630165513)
8176671,HT409882,07/22/2011 11:33:00 AM,082XX S ADA ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0613,006,21,71,08B,1168764,1850066,2011,02/10/2018 03:50:01 PM,41.744100014,-87.65720967,(41.744100014, -87.65720967)
2513819,HH854880,12/22/2002 11:00:00 PM,005XX W DELAWARE PL,051A,ASSAULT,AGGRAVATED: HANDGUN,CHA HALLWAY/STAIRWELL/ELEVATOR,false,true,1823,018,27,8,04A,1172447,1906667,2002,02/28/2018 03:56:25 PM,41.899338285,-87.642046207,(41.899338285, -87.642046207)
9688469,HX338668,07/09/2014 10:00:00 PM,045XX W MONROE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,011,28,26,16,1145976,1899275,2014,02/10/2018 03:50:01 PM,41.879597947,-87.739462207,(41.879597947, -87.739462207)
4608746,HM203622,02/27/2006 12:30:00 AM,072XX S SACRAMENTO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0831,008,18,66,07,1157625,1856488,2006,02/28/2018 03:56:25 PM,41.761955918,-87.69785055,(41.761955918, -87.69785055)
2327902,HH619538,09/01/2002 07:25:55 PM,024XX N LOWELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,true,2524,025,31,20,08B,1146978,1915802,2002,02/28/2018 03:56:25 PM,41.924930695,-87.735359968,(41.924930695, -87.735359968)
7083588,HR491924,08/19/2009 01:00:00 AM,015XX N WESTERN AVE,0890,THEFT,FROM BUILDING,ABANDONED BUILDING,false,false,1424,014,1,24,06,1160128,1910230,2009,02/28/2018 03:56:25 PM,41.909378914,-87.687195034,(41.909378914, -87.687195034)
4092321,HL435141,06/21/2005 05:00:00 AM,033XX W SUNNYSIDE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1724,017,33,14,05,1153105,1929706,2005,02/28/2018 03:56:25 PM,41.962964845,-87.712476407,(41.962964845, -87.712476407)
3241725,HK263753,03/26/2004 01:00:00 PM,003XX W 117TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0522,005,34,53,26,1176250,1827344,2004,02/28/2018 03:56:25 PM,41.681583007,-87.63045993,(41.681583007, -87.63045993)
4609409,HM204892,02/27/2006 11:00:00 PM,086XX S COLFAX AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0423,004,7,46,26,1194992,1848263,2006,02/28/2018 03:56:25 PM,41.738546736,-87.561168293,(41.738546736, -87.561168293)
6671447,HP725474,12/09/2008 10:24:23 PM,065XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0312,003,20,69,18,1180045,1861756,2008,02/10/2018 03:50:01 PM,41.775927965,-87.61551777,(41.775927965, -87.61551777)
7932487,HT165249,02/16/2011 05:10:00 PM,012XX W 81ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0613,006,21,71,18,1169518,1851073,2011,02/10/2018 03:50:01 PM,41.746847069,-87.654417825,(41.746847069, -87.654417825)
6468200,HP542567,08/29/2008 08:30:00 PM,037XX W OHIO ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1122,011,27,23,03,1151494,1903745,2008,02/28/2018 03:56:25 PM,41.891757534,-87.719083279,(41.891757534, -87.719083279)
8299923,HT533340,10/08/2011 01:30:00 PM,036XX W GRAND AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,false,true,1112,011,26,23,08A,1152047,1907628,2011,02/04/2016 06:33:39 AM,41.902401987,-87.716949893,(41.902401987, -87.716949893)
2213854,HH467226,06/23/2002 04:45:00 PM,015XX W 63RD ST,0820,THEFT,$500 AND UNDER,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0725,007,16,67,06,1167307,1862956,2002,02/28/2018 03:56:25 PM,41.779503192,-87.662179772,(41.779503192, -87.662179772)
4530920,HM112390,01/08/2006 12:00:00 AM,006XX E 92ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0633,006,9,44,08B,1182051,1843779,2006,02/28/2018 03:56:25 PM,41.726550961,-87.608719041,(41.726550961, -87.608719041)
2058721,HH272363,03/23/2002 02:00:00 PM,024XX W 63 ST,0460,BATTERY,SIMPLE,CURRENCY EXCHANGE,false,false,0825,008,,,08B,1161372,1862818,2002,02/28/2018 03:56:25 PM,41.779249554,-87.683942092,(41.779249554, -87.683942092)
9915779,HY104702,01/05/2015 04:30:00 AM,082XX S HARPER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,false,false,0411,004,8,45,26,1187906,1850698,2015,02/10/2018 03:50:01 PM,41.745400151,-87.587052084,(41.745400151, -87.587052084)
2458909,HH782610,11/16/2002 04:00:21 AM,056XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,ALLEY,true,false,0234,002,20,40,08B,1179885,1867762,2002,02/28/2018 03:56:25 PM,41.792412671,-87.615920606,(41.792412671, -87.615920606)
5756266,HN566558,09/03/2007 02:40:22 AM,002XX W LAKE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0113,001,42,32,26,1174594,1901725,2007,02/28/2018 03:56:25 PM,41.885729421,-87.63430827,(41.885729421, -87.63430827)
4394440,HL687080,10/21/2005 02:09:32 PM,045XX N KEDZIE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1724,017,33,14,24,1154235,1929885,2005,02/28/2018 03:56:25 PM,41.963433489,-87.708316987,(41.963433489, -87.708316987)
9217502,HW364139,07/15/2013 07:06:00 PM,023XX W 79TH ST,0820,THEFT,$500 AND UNDER,STREET,true,false,0835,008,18,70,06,1161945,1852197,2013,02/10/2018 03:50:01 PM,41.750092112,-87.682136187,(41.750092112, -87.682136187)
2598285,HJ191236,02/18/2003 03:30:00 PM,010XX N FRANCISCO AVE,0610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,false,false,1311,012,26,24,05,1156861,1906972,2003,02/28/2018 03:56:25 PM,41.900505589,-87.699285044,(41.900505589, -87.699285044)
8688184,HV363761,06/22/2012 01:00:00 AM,048XX W PALMER ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2522,025,31,19,05,1143613,1914187,2012,02/04/2016 06:33:39 AM,41.920562698,-87.74776516,(41.920562698, -87.74776516)
10608585,HZ360827,07/23/2016 09:26:00 AM,030XX W MADISON ST,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,false,false,1124,011,28,27,08A,1156243,1899867,2016,02/10/2018 03:50:01 PM,41.881021315,-87.701747089,(41.881021315, -87.701747089)
6515565,HP571019,09/14/2008 09:50:00 AM,062XX S ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,true,false,0825,008,15,66,18,1160112,1863183,2008,02/28/2018 03:56:25 PM,41.780277183,-87.688551376,(41.780277183, -87.688551376)
5052276,HM660409,10/14/2006 10:00:00 AM,025XX S RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1013,010,22,30,07,1151779,1886833,2006,02/10/2018 03:50:01 PM,41.845343493,-87.718481464,(41.845343493, -87.718481464)
10897929,JA209428,04/02/2017 04:59:00 AM,037XX W ARMITAGE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,2525,025,26,22,15,1151307,1913033,2017,02/10/2018 03:50:01 PM,41.917248372,-87.719525974,(41.917248372, -87.719525974)
10520742,HZ262686,05/13/2016 09:00:00 AM,072XX S EVANS AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0323,003,6,69,05,1182479,1857105,2016,02/10/2018 03:50:01 PM,41.76310907,-87.606739066,(41.76310907, -87.606739066)
3590148,HK683501,10/12/2004 10:00:00 PM,062XX N OAKLEY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2413,024,50,2,05,1159853,1941416,2004,02/28/2018 03:56:25 PM,41.994960747,-87.687341733,(41.994960747, -87.687341733)
8101325,HT335605,06/07/2011 07:00:00 AM,017XX E 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0414,004,8,43,14,1189356,1853609,2011,02/10/2018 03:50:01 PM,41.753353571,-87.581645929,(41.753353571, -87.581645929)
6290463,HP378764,06/06/2008 11:15:00 AM,061XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0311,003,20,40,08B,1177771,1864319,2008,02/28/2018 03:56:25 PM,41.783012885,-87.623776467,(41.783012885, -87.623776467)
7255105,HR669728,12/01/2009 09:12:00 PM,017XX E 67TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0332,003,5,43,08B,1189162,1860906,2009,02/10/2018 03:50:01 PM,41.773381812,-87.582123326,(41.773381812, -87.582123326)
11226823,JB146577,02/09/2018 03:50:00 PM,055XX W FLOURNOY ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,1522,015,29,25,04A,1139874,1896416,2018,05/04/2018 03:51:04 PM,41.871866157,-87.761938041,(41.871866157, -87.761938041)
10601961,HZ353902,07/17/2016 04:10:00 PM,026XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1125,011,2,27,05,1158742,1899587,2016,02/10/2018 03:50:01 PM,41.880202136,-87.692578581,(41.880202136, -87.692578581)
1372175,G077450,02/07/2001 04:35:00 AM,073XX S BLACKSTONE AV,0810,THEFT,OVER $500,STREET,true,false,0324,003,,,06,1187517,1856538,2001,08/17/2015 03:03:40 PM,41.76143491,-87.588292121,(41.76143491, -87.588292121)
8129620,HT363435,06/24/2011 11:00:00 AM,086XX S MANISTEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0423,004,7,46,07,1195986,1848242,2011,02/10/2018 03:50:01 PM,41.738464579,-87.557527261,(41.738464579, -87.557527261)
3571598,HK644706,09/24/2004 12:20:52 PM,028XX N LINCOLN AVE,2022,NARCOTICS,POSS: COCAINE,OTHER,true,false,1931,019,32,6,18,1167451,1919081,2004,02/28/2018 03:56:25 PM,41.93351203,-87.660038363,(41.93351203, -87.660038363)
9736412,HX386526,08/13/2014 09:05:00 PM,043XX W DIVERSEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2523,025,31,20,18,1146769,1918257,2014,02/10/2018 03:50:01 PM,41.931671441,-87.736065099,(41.931671441, -87.736065099)
5794503,HN605283,09/22/2007 07:00:00 AM,011XX N MAYFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,1511,015,29,25,07,1136821,1906912,2007,02/28/2018 03:56:25 PM,41.900723781,-87.772895364,(41.900723781, -87.772895364)
3989353,HL349875,05/06/2005 04:30:00 PM,023XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,true,false,0134,001,2,33,11,1177579,1888819,2005,02/28/2018 03:56:25 PM,41.850247328,-87.623738631,(41.850247328, -87.623738631)
8714337,HV389569,07/18/2012 07:30:00 PM,018XX W RICE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,false,false,1322,012,1,24,14,1163929,1905706,2012,02/04/2016 06:33:39 AM,41.896885311,-87.673359713,(41.896885311, -87.673359713)
2973737,HJ667445,10/02/2003 03:05:00 PM,002XX W 35TH ST,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,true,false,0924,009,11,34,17,1175167,1881763,2003,02/10/2018 03:50:01 PM,41.830939457,-87.632802211,(41.830939457, -87.632802211)
8594501,HV268506,05/02/2012 08:00:00 PM,005XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0124,001,2,28,06,1172744,1894970,2012,02/04/2016 06:33:39 AM,41.867234401,-87.641301791,(41.867234401, -87.641301791)
2857393,HJ521129,07/26/2003 09:45:00 PM,087XX S COMMERCIAL AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,0423,004,10,46,04B,1197660,1847601,2003,02/10/2018 03:50:01 PM,41.736664051,-87.551415568,(41.736664051, -87.551415568)
2286232,HH570301,08/10/2002 03:34:00 AM,007XX W 47TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0935,009,11,61,03,1171998,1873697,2002,02/28/2018 03:56:25 PM,41.808875904,-87.644666592,(41.808875904, -87.644666592)
11051441,JA387355,08/11/2017 06:45:00 PM,002XX N LA SALLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,0122,001,42,32,11,1175093,1901978,2017,02/10/2018 03:50:01 PM,41.886412499,-87.632468271,(41.886412499, -87.632468271)
4936044,HM549854,08/19/2006 02:25:00 PM,008XX W SHERIDAN RD,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2324,019,46,6,08B,1169976,1926105,2006,02/28/2018 03:56:25 PM,41.952731382,-87.650553579,(41.952731382, -87.650553579)
5179223,HM771291,12/12/2006 11:30:00 PM,058XX S NORMANDY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0811,008,23,56,14,1132731,1865020,2006,02/28/2018 03:56:25 PM,41.785837805,-87.788893896,(41.785837805, -87.788893896)
7253191,HR651808,11/19/2009 11:44:02 PM,0000X W 95TH ST,1330,CRIMINAL TRESPASS,TO LAND,CTA TRAIN,true,false,0634,006,21,49,26,1177762,1841949,2009,02/28/2018 03:56:25 PM,41.721627204,-87.624485177,(41.721627204, -87.624485177)
2125426,HH364704,05/10/2002 09:30:00 PM,026XX W 39TH PL,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0912,009,12,58,08B,1159110,1878357,2002,02/28/2018 03:56:25 PM,41.821937192,-87.691809698,(41.821937192, -87.691809698)
6541709,HP614491,10/02/2008 12:58:00 PM,052XX N LUDLAM AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1623,016,45,11,26,1138774,1934702,2008,02/10/2018 03:50:01 PM,41.976947157,-87.765045087,(41.976947157, -87.765045087)
3123721,HK112659,01/07/2004 09:00:00 PM,079XX W BELMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1631,016,36,17,14,1122679,1920327,2004,02/28/2018 03:56:25 PM,41.93777817,-87.824548658,(41.93777817, -87.824548658)
11377626,JB344855,07/11/2018 05:30:00 AM,040XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1915,019,46,3,06,1168871,1927221,2018,07/18/2018 03:56:28 PM,41.955817813,-87.654583094,(41.955817813, -87.654583094)
2599515,HJ196635,02/21/2003 12:00:00 PM,006XX E 41ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0213,002,4,38,26,1181170,1877944,2003,02/10/2018 03:50:01 PM,41.820323399,-87.610894912,(41.820323399, -87.610894912)
6438165,HP511006,08/13/2008 03:02:43 PM,008XX E 79TH ST,0860,THEFT,RETAIL THEFT,GAS STATION,true,false,0624,006,6,69,06,1183364,1852811,2008,02/28/2018 03:56:25 PM,41.751305337,-87.603628907,(41.751305337, -87.603628907)
8715907,HV392064,07/20/2012 02:15:00 PM,090XX S HOUSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0424,004,10,46,14,1198093,1845641,2012,02/04/2016 06:33:39 AM,41.73127485,-87.549894596,(41.73127485, -87.549894596)
3744,HM546165,08/18/2006 03:34:00 AM,026XX W 53RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0911,009,14,63,01A,1159854,1869429,2006,08/17/2015 03:03:40 PM,41.797422361,-87.689325726,(41.797422361, -87.689325726)
6131426,HP219593,03/11/2008 04:22:00 PM,001XX W LAKE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA PLATFORM,false,false,0113,001,42,32,08B,1175334,1901735,2008,02/10/2018 03:50:01 PM,41.885740288,-87.631590568,(41.885740288, -87.631590568)
8635660,HV310074,05/29/2012 10:00:00 PM,056XX N WAYNE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2013,020,48,77,06,1166344,1937603,2012,02/04/2016 06:33:39 AM,41.984360928,-87.663574501,(41.984360928, -87.663574501)
2260503,HH540199,07/27/2002 04:10:00 PM,025XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1013,010,22,30,07,,,2002,08/17/2015 03:03:40 PM,,,
9540727,HX193941,03/21/2014 08:30:00 PM,048XX S MARSHFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0931,009,20,61,18,1166157,1872643,2014,02/04/2016 06:33:39 AM,41.806110048,-87.666120189,(41.806110048, -87.666120189)
5000183,HM593246,09/10/2006 03:46:46 PM,027XX W 39TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,true,false,0912,009,12,58,14,1158774,1878345,2006,02/28/2018 03:56:25 PM,41.821911141,-87.693042664,(41.821911141, -87.693042664)
9911927,HY101040,01/01/2015 09:20:00 PM,017XX N DRAKE AVE,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,APARTMENT,true,true,1422,014,26,23,26,1152544,1911510,2015,02/10/2018 03:50:01 PM,41.913044741,-87.715021536,(41.913044741, -87.715021536)
6898111,HR304442,05/04/2009 06:00:00 PM,069XX N BELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,false,false,2411,024,50,2,14,1160178,1946167,2009,02/28/2018 03:56:25 PM,42.00799091,-87.686014101,(42.00799091, -87.686014101)
6612564,HP679309,11/12/2008 02:15:00 PM,080XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0611,006,21,71,08B,1165745,1851416,2008,02/28/2018 03:56:25 PM,41.747869171,-87.668233381,(41.747869171, -87.668233381)
10557406,HZ304669,06/12/2016 06:00:00 PM,003XX W HILL ST,0810,THEFT,OVER $500,STREET,false,false,1823,018,27,8,06,1173522,1907669,2016,02/10/2018 03:50:01 PM,41.902063989,-87.638067959,(41.902063989, -87.638067959)
2432075,HH750355,10/31/2002 02:47:41 PM,003XX E 47TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0222,002,3,38,04B,1179439,1873938,2002,02/28/2018 03:56:25 PM,41.809370367,-87.617367375,(41.809370367, -87.617367375)
2813881,HJ455687,06/26/2003 07:10:00 PM,009XX W 38TH PL,1513,PROSTITUTION,SOLICIT FOR BUSINESS,PARKING LOT/GARAGE(NON.RESID.),true,false,0922,009,11,60,16,1170859,1879376,2003,02/10/2018 03:50:01 PM,41.824484617,-87.648678237,(41.824484617, -87.648678237)
10680971,HZ433851,09/13/2016 07:30:00 PM,012XX W ELMDALE AVE,0810,THEFT,OVER $500,STREET,false,false,2013,020,48,77,06,1167063,1939996,2016,02/10/2018 03:50:01 PM,41.990911921,-87.660861021,(41.990911921, -87.660861021)
1729735,G529692,09/04/2001 03:50:00 PM,046XX N SHERIDAN RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2312,019,,,18,1168742,1931173,2001,08/17/2015 03:03:40 PM,41.966665039,-87.654942303,(41.966665039, -87.654942303)
7952338,HT184625,02/26/2011 09:00:00 PM,013XX S INDEPENDENCE BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1011,010,24,29,14,1151466,1893604,2011,02/10/2018 03:50:01 PM,41.863930074,-87.719452496,(41.863930074, -87.719452496)
3269511,HK216031,03/02/2004 02:59:00 PM,057XX S RACINE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,true,false,0713,007,16,67,18,1169298,1866822,2004,02/28/2018 03:56:25 PM,41.79006908,-87.654768679,(41.79006908, -87.654768679)
9158029,HW302003,06/03/2013 12:00:00 AM,062XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0313,003,20,42,14,1182636,1863808,2013,02/10/2018 03:50:01 PM,41.781499104,-87.605955856,(41.781499104, -87.605955856)
8864148,HV538151,10/28/2012 11:10:00 AM,079XX S KIMBARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0411,004,8,45,14,1186254,1852709,2012,02/10/2018 03:50:01 PM,41.750957692,-87.593041821,(41.750957692, -87.593041821)
4846178,HM458201,07/06/2006 12:45:00 PM,078XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,0611,006,17,71,08B,1167038,1852674,2006,02/28/2018 03:56:25 PM,41.751293775,-87.663459522,(41.751293775, -87.663459522)
6840526,HR244337,02/20/2009 07:40:00 PM,100XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,true,false,1651,016,41,76,11,1100658,1934241,2009,02/28/2018 03:56:25 PM,41.976290414,-87.905227221,(41.976290414, -87.905227221)
9185782,HW330638,06/22/2013 12:50:00 AM,026XX W 24TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1034,010,12,30,08B,1159175,1887745,2013,02/10/2018 03:50:01 PM,41.847697612,-87.69131383,(41.847697612, -87.69131383)
5388780,HM774788,12/14/2006 09:40:00 PM,049XX W IOWA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1531,015,37,25,18,1143183,1905527,2006,02/28/2018 03:56:25 PM,41.896806757,-87.749561638,(41.896806757, -87.749561638)
3465615,HK528443,07/31/2004 08:30:00 PM,117XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,false,false,0532,005,9,53,08B,1178939,1827284,2004,02/10/2018 03:50:01 PM,41.681357737,-87.620618587,(41.681357737, -87.620618587)
10191202,HY378855,08/11/2015 11:10:00 PM,024XX W DEVON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2412,024,50,2,05,1158989,1942414,2015,08/19/2015 03:57:18 PM,41.997717137,-87.690492381,(41.997717137, -87.690492381)
10817500,JA117829,01/16/2017 08:45:00 AM,036XX S HOYNE AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,0912,009,11,59,26,1162951,1880564,2017,02/10/2018 03:50:01 PM,41.827913886,-87.677656988,(41.827913886, -87.677656988)
2303288,HH592363,08/17/2002 03:00:00 PM,004XX W FULLERTON PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1933,019,43,7,08B,1172701,1916232,2002,02/10/2018 03:50:01 PM,41.925579499,-87.64082962,(41.925579499, -87.64082962)
10111476,HY300426,06/14/2015 06:00:00 AM,045XX W LEXINGTON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,1131,011,24,26,02,1146364,1896332,2015,02/10/2018 03:50:01 PM,41.871514627,-87.738112453,(41.871514627, -87.738112453)
5228136,HN111262,01/01/2007 09:00:00 AM,082XX S PEORIA ST,0842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,false,false,0613,006,21,71,06,1171745,1850147,2007,02/28/2018 03:56:25 PM,41.744257495,-87.646284627,(41.744257495, -87.646284627)
3340663,HK373893,04/21/2004 12:00:00 PM,084XX S ASHLAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,false,false,0614,006,18,71,11,1167141,1848850,2004,02/28/2018 03:56:25 PM,41.740797975,-87.663191212,(41.740797975, -87.663191212)
9583914,HX234098,04/23/2014 10:00:00 AM,014XX N MILWAUKEE AVE,0810,THEFT,OVER $500,ALLEY,false,false,1424,014,1,24,06,1163453,1910041,2014,02/04/2016 06:33:39 AM,41.908790904,-87.674985793,(41.908790904, -87.674985793)
2467374,HH797479,11/20/2002 09:30:00 PM,075XX S SOUTH SHORE DR,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,true,0421,004,7,43,04A,1196126,1856148,2002,02/28/2018 03:56:25 PM,41.76015578,-87.556752911,(41.76015578, -87.556752911)
2976346,HJ666104,10/01/2003 09:50:00 PM,066XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0832,008,15,66,14,1160849,1860634,2003,02/28/2018 03:56:25 PM,41.773267174,-87.685919752,(41.773267174, -87.685919752)
1410775,G126632,03/05/2001 12:42:31 AM,079XX S CARPENTER ST,0460,BATTERY,SIMPLE,APARTMENT,false,true,0612,006,,,08B,1170660,1851903,2001,08/17/2015 03:03:40 PM,41.749099898,-87.650209101,(41.749099898, -87.650209101)
4623733,HM220852,03/08/2006 06:30:00 PM,112XX S ADA ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,PARK PROPERTY,false,false,2234,022,34,75,14,1169344,1830008,2006,02/28/2018 03:56:25 PM,41.689045293,-87.655662965,(41.689045293, -87.655662965)
7998628,HT229848,04/01/2011 07:42:00 PM,017XX W 79TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0611,006,17,71,18,1165966,1852305,2011,02/10/2018 03:50:01 PM,41.750304023,-87.667398352,(41.750304023, -87.667398352)
2904339,HJ579440,08/22/2003 12:00:00 PM,014XX W 95TH ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,2213,022,21,73,06,1168471,1841743,2003,02/28/2018 03:56:25 PM,41.721266801,-87.658522351,(41.721266801, -87.658522351)
